request_id,timestamp,state,district,latitude,longitude,category,complaint_text,urgency_level,priority_class,upvotes,infrastructure_gap,budget_required,days_since_last_maintenance,population_density,vulnerability_index,status
CG-12654,2026-08-18,Bihar,Gaya,24.81167,84.96663,Water & Sanitation,"हमारे इलाके में पीने के पानी की पाइपलाइन टूट गई है, लोग गंदा पानी पीने को मजबूर हैं।",Medium,1,89,67.67,38343446,47,1329.1,0.78,Active
CG-12655,2026-08-05,West Bengal,Malda,25.00377,88.14675,Water & Sanitation,"পানীয় জলের পাইপলাইন ফেটে গেছে, মানুষ নোংরা জল খেতে বাধ্য হচ্ছে।",Medium,1,34,68.02,40382378,45,738.8,0.81,Active
CG-12656,2026-08-02,West Bengal,Murshidabad,24.24593,88.27943,Public Safety,"Rural highway intersection lacks high-mast streetlights, high rate of night crime.",Medium,1,70,69.8,6649873,47,1410.3,0.78,Pending Funding
CG-12657,2026-09-04,West Bengal,Purulia,23.33025,86.38434,Roads & Transport,ভারী বৃষ্টিতে রাস্তা ভেঙে যোগাযোগ সম্পূর্ণ বিচ্ছিন্ন হয়ে পড়েছে।,Medium,1,46,74.93,14709683,47,753.0,0.79,Active
CG-12658,2026-08-31,West Bengal,Paschim Medinipur,22.41587,87.31882,Roads & Transport,A ponte de concreto desabou e a estrada rural está completamente intransitável.,Medium,1,76,69.47,8722777,109,1351.3,0.71,Pending Funding
CG-12659,2026-08-20,Maharashtra,Gadchiroli,20.14627,80.04276,Healthcare,"আমাদের স্বাস্থ্যকেন্দ্রে কোনো ডাক্তার নেই, ওষুধপত্রও পাওয়া যাচ্ছে না।",Critical,3,53,75.05,38544126,58,637.2,0.83,Active
CG-12660,2026-08-30,Maharashtra,Nandurbar,21.4386,74.23389,Education,Digital education lab equipment delivered but no broadband fiber connectivity available.,High,2,51,78.85,14527026,89,674.8,0.82,Active
CG-12661,2026-08-30,Maharashtra,Yavatmal,20.40171,78.02334,Energy & Power,"Agricultural distribution 33kV transformer blown, halting village irrigation for weeks.",Medium,1,55,70.96,31682457,55,827.2,0.72,Active
CG-12662,2026-08-08,Maharashtra,Dhule,20.94881,74.76586,Water & Sanitation,A tubulação de água potável rompeu e a comunidade está sem abastecimento há dias.,Medium,1,40,58.64,32550664,230,605.0,0.65,Under Review
CG-12663,2026-08-25,Odisha,Kalahandi,19.89797,83.22423,Water & Sanitation,"हमारे इलाके में पीने के पानी की पाइपलाइन टूट गई है, लोग गंदा पानी पीने को मजबूर हैं।",Critical,3,48,84.44,25590688,100,637.6,0.86,Under Review
CG-12664,2026-08-04,Odisha,Rayagada,19.20038,83.39006,Digital Infrastructure & DPI,"A torre de telecomunicações está inoperante, deixando a vila sem sinal de internet.",Critical,3,53,86.09,9213675,480,626.7,0.85,Under Review
CG-12665,2026-08-20,Odisha,Koraput,18.88809,82.67823,Roads & Transport,"PMGSY link road washed away by heavy monsoon flash floods, isolating three villages.",Critical,3,41,89.8,14317288,91,547.9,0.84,Active
CG-12666,2026-08-30,Odisha,Nuapada,20.86278,82.57235,Healthcare,Emergency ambulance cannot reach rural clinic due to submerged access road.,Critical,3,39,72.38,25845395,480,451.0,0.83,Pending Funding
CG-12667,2026-08-02,Rajasthan,Barmer,25.83046,71.35169,Water & Sanitation,A tubulação de água potável rompeu e a comunidade está sem abastecimento há dias.,High,2,101,86.32,2744080,49,1270.3,0.81,Under Review
CG-12668,2026-09-03,Rajasthan,Jaisalmer,26.93299,70.91006,Digital Infrastructure & DPI,"A torre de telecomunicações está inoperante, deixando a vila sem sinal de internet.",High,2,122,72.3,21587043,293,1286.9,0.77,Active
CG-12669,2026-08-25,Rajasthan,Banswara,23.60395,74.42559,Healthcare,O posto de saúde comunitário está sem médicos e sem medicamentos essenciais.,Critical,3,55,92.62,23375082,151,729.7,0.83,Active
CG-12670,2026-09-01,Rajasthan,Dungarpur,23.90013,73.67202,Education,A escola pública está com a estrutura danificada e sem saneamento para os alunos.,Critical,3,51,82.51,22068749,480,648.8,0.82,Active
CG-12671,2026-08-08,Chhattisgarh,Bastar,19.1035,82.02204,Healthcare,"আমাদের স্বাস্থ্যকেন্দ্রে কোনো ডাক্তার নেই, ওষুধপত্রও পাওয়া যাচ্ছে না।",Critical,3,32,86.11,8438463,145,461.3,0.87,Active
CG-12672,2026-08-26,Chhattisgarh,Dantewada,18.89147,81.30442,Roads & Transport,Dangerous highway crater potholes causing recurring vehicle accidents daily.,Critical,3,47,79.16,32460540,86,523.3,0.88,Active
CG-12673,2026-08-05,Chhattisgarh,Bijapur,18.82816,80.82648,Digital Infrastructure & DPI,"Cellular telecom tower battery bank depleted, zero mobile coverage in 15km perimeter.",Critical,3,96,90.75,37173969,384,985.5,0.91,Active
CG-12674,2026-08-14,Chhattisgarh,Sukma,18.40333,81.75723,Roads & Transport,A ponte de concreto desabou e a estrada rural está completamente intransitável.,Critical,3,39,91.09,30223958,190,415.0,0.9,Scheduled
CG-12675,2026-08-28,Madhya Pradesh,Chhindwara,22.04667,78.90353,Energy & Power,"High voltage wires snapped and hanging low across school pathway, extreme safety hazard.",High,2,81,69.54,3767203,200,1019.0,0.69,Active
CG-12676,2026-08-22,Madhya Pradesh,Mandla,22.59454,80.43275,Water & Sanitation,"Drinking water pipeline has ruptured, forcing 400 families to drink contaminated groundwater.",High,2,38,79.61,18850057,99,485.4,0.81,Under Review
CG-12677,2026-08-05,Karnataka,Raichur,16.22743,77.44602,Water & Sanitation,"Drinking water pipeline has ruptured, forcing 400 families to drink contaminated groundwater.",Medium,1,43,68.54,22720553,49,622.8,0.73,Pending Funding
CG-12678,2026-08-30,Karnataka,Yadgir,16.74092,77.13945,Digital Infrastructure & DPI,"Common Service Centre (CSC) disconnected due to snapped optical fiber, Aadhaar disabled.",High,2,79,88.5,3890095,207,907.4,0.77,Active
CG-12679,2026-08-29,Telangana,Adilabad,19.6097,78.48234,Water & Sanitation,"Deep borewell pump burned out three weeks ago, acute water crisis in village.",Medium,1,34,69.46,1159720,81,410.8,0.75,Pending Funding
CG-12680,2026-08-20,Uttar Pradesh,Bahraich,27.56127,81.70284,Digital Infrastructure & DPI,ऑप्टिकल फाइबर केबल कटने से जन सेवा केंद्र ठप है और राशन वितरण रुक गया है।,Critical,3,126,82.88,26090870,186,1608.7,0.84,Active
CG-12681,2026-08-08,Uttar Pradesh,Sitapur,27.55305,80.72153,Roads & Transport,Dangerous highway crater potholes causing recurring vehicle accidents daily.,High,2,39,69.09,13416498,287,838.3,0.79,Active
CG-12682,2026-08-27,Uttar Pradesh,Balrampur,27.46472,82.14038,Water & Sanitation,"Deep borewell pump burned out three weeks ago, acute water crisis in village.",Critical,3,33,84.59,15133431,72,544.8,0.86,Active
CG-12683,2026-08-20,Uttar Pradesh,Shravasti,27.63515,81.92795,Education,Digital education lab equipment delivered but no broadband fiber connectivity available.,Critical,3,41,92.58,3137176,257,521.7,0.89,Active
CG-12684,2026-08-10,Uttar Pradesh,Gonda,27.12147,81.94288,Energy & Power,বিদ্যুতের ট্রান্সফরমার বিকল হয়ে থাকায় সেচ কাজ বন্ধ হয়ে গেছে।,Medium,1,52,74.16,40877370,91,863.3,0.76,Scheduled
CG-12685,2026-09-02,Uttar Pradesh,Raebareli,26.21462,81.27978,Digital Infrastructure & DPI,ऑप्टिकल फाइबर केबल कटने से जन सेवा केंद्र ठप है और राशन वितरण रुक गया है।,Critical,3,33,68.03,32087220,466,670.5,0.68,Pending Funding
CG-12686,2026-08-23,Uttar Pradesh,Hardoi,27.39243,80.08305,Roads & Transport,"Concrete culvert bridge collapsed under heavy transport, immediate replacement required.",High,2,122,72.82,34109253,163,1629.2,0.74,Active
CG-12687,2026-08-31,Uttar Pradesh,Lucknow,26.87518,80.94729,Public Safety,নদীর বাঁধ ভেঙে লোকালয়ে জল ঢোকার প্রবল আশঙ্কা দেখা দিয়েছে।,Low,0,127,39.61,29773845,184,1728.9,0.38,Active
CG-12688,2026-08-27,Bihar,Darbhanga,26.20376,85.79719,Water & Sanitation,Open sewage drain is overflowing into the local market creating severe disease outbreak.,Medium,1,34,74.58,31249814,45,733.7,0.88,Active
CG-12689,2026-08-23,Bihar,Katihar,25.60525,87.61938,Education,Digital education lab equipment delivered but no broadband fiber connectivity available.,High,2,49,72.68,17698161,129,797.1,0.85,Active
CG-12690,2026-09-02,Bihar,Madhubani,26.27781,86.0978,Healthcare,Primary Health Centre has no doctor and medical supplies are exhausted.,Critical,3,35,77.62,19259921,283,798.7,0.87,Pending Funding
CG-12691,2026-08-05,Bihar,Purnia,25.79139,87.48346,Public Safety,River embankment erosion threatening to breach and submerge adjoining village settlements.,High,2,69,69.01,22148453,287,1016.4,0.82,Active
CG-12692,2026-09-01,Bihar,Araria,26.11701,87.51549,Healthcare,Maternal care ward ceiling is leaking and power backup is non-functional.,Critical,3,28,85.89,11842598,164,561.1,0.89,Active
CG-12693,2026-08-22,Bihar,Muzaffarpur,26.08765,85.4556,Energy & Power,"O transformador de energia explodiu, deixando toda a área rural sem eletricidade.",Critical,3,63,70.33,36029847,347,1110.1,0.77,Pending Funding
CG-12694,2026-08-27,Bihar,Gaya,24.78956,85.03211,Digital Infrastructure & DPI,"Cellular telecom tower battery bank depleted, zero mobile coverage in 15km perimeter.",Medium,1,55,74.21,14798509,60,989.1,0.78,Active
CG-12695,2026-08-09,West Bengal,Malda,24.98037,88.10458,Healthcare,Primary Health Centre has no doctor and medical supplies are exhausted.,Medium,1,53,85.86,30268201,33,928.8,0.81,Scheduled
CG-12696,2026-09-03,West Bengal,Murshidabad,24.15145,88.29827,Public Safety,"Rural highway intersection lacks high-mast streetlights, high rate of night crime.",High,2,38,74.27,21143485,149,1090.3,0.78,Active
CG-12697,2026-08-02,West Bengal,Purulia,23.24659,86.4011,Healthcare,O posto de saúde comunitário está sem médicos e sem medicamentos essenciais.,High,2,88,62.91,11108269,219,1173.0,0.79,Active
CG-12698,2026-08-18,West Bengal,Paschim Medinipur,22.36085,87.34251,Education,সরকারি প্রাথমিক বিদ্যালয়ের ভবন ভেঙে পড়ার আশঙ্কায় ক্লাস বন্ধ।,Medium,1,46,72.02,40886034,63,1051.3,0.71,Under Review
CG-12699,2026-08-13,Maharashtra,Gadchiroli,20.19341,80.04543,Public Safety,Fire response station missing water tanker refill hydrants in industrial zone.,Critical,3,57,82.99,27759003,436,677.2,0.83,Active
CG-12700,2026-08-26,Maharashtra,Nandurbar,21.36794,74.28502,Education,"सरकारी प्राथमिक विद्यालय की छत में दरारें हैं, बच्चों की सुरक्षा खतरे में है।",Critical,3,40,82.62,24741011,480,564.8,0.82,Active
CG-12701,2026-08-11,Maharashtra,Yavatmal,20.44293,78.06702,Energy & Power,বিদ্যুতের ট্রান্সফরমার বিকল হয়ে থাকায় সেচ কাজ বন্ধ হয়ে গেছে।,Medium,1,29,62.67,9059245,86,567.2,0.72,Active
CG-12702,2026-08-26,Maharashtra,Dhule,20.86356,74.8088,Roads & Transport,ভারী বৃষ্টিতে রাস্তা ভেঙে যোগাযোগ সম্পূর্ণ বিচ্ছিন্ন হয়ে পড়েছে।,Medium,1,45,59.52,25432977,84,655.0,0.65,Active
CG-12703,2026-08-26,Odisha,Kalahandi,19.92006,83.20412,Healthcare,O posto de saúde comunitário está sem médicos e sem medicamentos essenciais.,Critical,3,35,95.26,35704529,79,507.6,0.86,Active
CG-12704,2026-08-03,Odisha,Rayagada,19.09138,83.40053,Digital Infrastructure & DPI,"Panchayat digital records terminal offline, welfare disbursements delayed by months.",Critical,3,95,81.73,7859286,276,1046.7,0.85,Under Review
CG-12705,2026-08-23,Odisha,Koraput,18.87793,82.70173,Roads & Transport,"Concrete culvert bridge collapsed under heavy transport, immediate replacement required.",Critical,3,65,82.68,2883208,359,787.9,0.84,Active
CG-12706,2026-08-13,Odisha,Nuapada,20.77722,82.55664,Energy & Power,Rural feeder line suffers 18 hours of unscheduled blackouts daily during harvest.,Medium,1,83,73.02,36465763,35,891.0,0.83,Active
CG-12707,2026-08-07,Rajasthan,Barmer,25.75612,71.45741,Digital Infrastructure & DPI,"Common Service Centre (CSC) disconnected due to snapped optical fiber, Aadhaar disabled.",Medium,1,69,82.46,17573831,65,950.3,0.81,Pending Funding
CG-12708,2026-08-12,Rajasthan,Jaisalmer,26.90455,70.91211,Energy & Power,"O transformador de energia explodiu, deixando toda a área rural sem eletricidade.",Critical,3,75,76.3,1015103,404,816.9,0.77,Active
CG-12709,2026-08-28,Rajasthan,Banswara,23.56715,74.37359,Healthcare,"আমাদের স্বাস্থ্যকেন্দ্রে কোনো ডাক্তার নেই, ওষুধপত্রও পাওয়া যাচ্ছে না।",Critical,3,129,80.99,16833314,205,1469.7,0.83,Active
CG-12710,2026-08-21,Rajasthan,Dungarpur,23.81709,73.71107,Education,"सरकारी प्राथमिक विद्यालय की छत में दरारें हैं, बच्चों की सुरक्षा खतरे में है।",High,2,61,76.68,35750671,99,748.8,0.82,Under Review
CG-12711,2026-08-05,Chhattisgarh,Bastar,19.08501,81.94214,Healthcare,Maternal care ward ceiling is leaking and power backup is non-functional.,Critical,3,31,75.58,26919442,44,451.3,0.87,Active
CG-12712,2026-09-03,Chhattisgarh,Dantewada,18.93416,81.29542,Public Safety,নদীর বাঁধ ভেঙে লোকালয়ে জল ঢোকার প্রবল আশঙ্কা দেখা দিয়েছে।,Critical,3,73,94.27,29610925,324,783.3,0.88,Active
CG-12713,2026-08-11,Chhattisgarh,Bijapur,18.83086,80.77428,Energy & Power,Rural feeder line suffers 18 hours of unscheduled blackouts daily during harvest.,Critical,3,102,86.35,26710031,69,1045.5,0.91,Active
CG-12714,2026-08-01,Chhattisgarh,Sukma,18.46689,81.72684,Healthcare,हमारे प्राथमिक स्वास्थ्य केंद्र में डॉक्टर नहीं हैं और दवाइयां खत्म हो गई हैं।,Critical,3,78,77.41,25860414,445,805.0,0.9,Scheduled
CG-12715,2026-08-07,Madhya Pradesh,Chhindwara,22.03599,78.85297,Public Safety,"नदी का तटबंध टूटने की कगार पर है, बाढ़ से पूरे गांव में पानी घुसने का खतरा है।",Medium,1,57,65.83,21528650,49,779.0,0.69,Active
CG-12716,2026-08-29,Madhya Pradesh,Mandla,22.60275,80.36504,Healthcare,O posto de saúde comunitário está sem médicos e sem medicamentos essenciais.,Medium,1,47,76.69,28244246,81,575.4,0.81,Under Review
CG-12717,2026-08-10,Karnataka,Raichur,16.24477,77.34216,Water & Sanitation,A tubulação de água potável rompeu e a comunidade está sem abastecimento há dias.,Medium,1,66,80.44,8143601,43,852.8,0.73,Active
CG-12718,2026-08-08,Karnataka,Yadgir,16.77509,77.19031,Education,Girls secondary school lacks functional sanitation and clean drinking water facilities.,Critical,3,125,65.1,32845167,480,1367.4,0.77,Under Review
CG-12719,2026-08-29,Telangana,Adilabad,19.64386,78.49474,Roads & Transport,"PMGSY link road washed away by heavy monsoon flash floods, isolating three villages.",Medium,1,44,78.77,39787687,96,510.8,0.75,Active
CG-12720,2026-08-30,Uttar Pradesh,Bahraich,27.54285,81.59704,Education,Digital education lab equipment delivered but no broadband fiber connectivity available.,Critical,3,50,80.86,30351087,138,848.7,0.84,Active
CG-12721,2026-08-02,Uttar Pradesh,Sitapur,27.5692,80.67958,Roads & Transport,A ponte de concreto desabou e a estrada rural está completamente intransitável.,High,2,119,82.53,5559498,126,1638.3,0.79,Active
CG-12722,2026-09-04,Uttar Pradesh,Balrampur,27.48568,82.21753,Water & Sanitation,"Deep borewell pump burned out three weeks ago, acute water crisis in village.",Critical,3,52,87.6,26970247,83,734.8,0.86,Under Review
CG-12723,2026-08-03,Uttar Pradesh,Shravasti,27.67024,81.88078,Roads & Transport,"PMGSY link road washed away by heavy monsoon flash floods, isolating three villages.",Critical,3,85,86.6,7319950,219,961.7,0.89,Active
CG-12724,2026-08-24,Uttar Pradesh,Gonda,27.07664,81.94559,Energy & Power,"मुख्य बिजली का ट्रांसफॉर्मर तीन हफ्तों से खराब पड़ा है, खेतों में सिंचाई ठप है।",Medium,1,97,73.77,3096289,97,1313.3,0.76,Active
CG-12725,2026-08-08,Uttar Pradesh,Raebareli,26.174,81.17923,Digital Infrastructure & DPI,"A torre de telecomunicações está inoperante, deixando a vila sem sinal de internet.",Medium,1,71,55.59,39186880,152,1050.5,0.68,Under Review
CG-12726,2026-08-09,Uttar Pradesh,Hardoi,27.41093,80.16385,Education,Digital education lab equipment delivered but no broadband fiber connectivity available.,Critical,3,22,69.11,8422698,463,629.2,0.74,Active
CG-12727,2026-08-25,Uttar Pradesh,Lucknow,26.91962,80.95334,Healthcare,O posto de saúde comunitário está sem médicos e sem medicamentos essenciais.,Medium,1,59,49.18,41111762,309,1048.9,0.38,Scheduled
CG-12728,2026-09-04,Bihar,Darbhanga,26.14375,85.92534,Energy & Power,Rural feeder line suffers 18 hours of unscheduled blackouts daily during harvest.,Critical,3,43,86.73,39557816,51,823.7,0.88,Active
CG-12729,2026-08-09,Bihar,Katihar,25.48513,87.56392,Education,A escola pública está com a estrutura danificada e sem saneamento para os alunos.,Critical,3,82,83.51,27664012,72,1127.1,0.85,Active
CG-12730,2026-08-14,Bihar,Madhubani,26.35868,86.07507,Healthcare,"আমাদের স্বাস্থ্যকেন্দ্রে কোনো ডাক্তার নেই, ওষুধপত্রও পাওয়া যাচ্ছে না।",Critical,3,44,78.47,10776909,38,888.7,0.87,Under Review
CG-12731,2026-08-20,Bihar,Purnia,25.71942,87.46176,Roads & Transport,A ponte de concreto desabou e a estrada rural está completamente intransitável.,High,2,65,76.58,27701226,257,976.4,0.82,Active
CG-12732,2026-08-08,Bihar,Araria,26.12093,87.52555,Healthcare,O posto de saúde comunitário está sem médicos e sem medicamentos essenciais.,Critical,3,57,75.57,40076127,129,851.1,0.89,Under Review
CG-12733,2026-08-17,Bihar,Muzaffarpur,26.11344,85.41559,Digital Infrastructure & DPI,"Cellular telecom tower battery bank depleted, zero mobile coverage in 15km perimeter.",Medium,1,33,70.89,26847421,62,810.1,0.77,Scheduled
CG-12734,2026-08-25,Bihar,Gaya,24.76923,85.01453,Water & Sanitation,Open sewage drain is overflowing into the local market creating severe disease outbreak.,High,2,95,68.3,29697855,188,1389.1,0.78,Scheduled
CG-12735,2026-09-02,West Bengal,Malda,24.9579,88.17573,Education,Digital education lab equipment delivered but no broadband fiber connectivity available.,Medium,1,65,69.86,7081445,49,1048.8,0.81,Active
CG-12736,2026-08-29,West Bengal,Murshidabad,24.10659,88.23174,Water & Sanitation,"পানীয় জলের পাইপলাইন ফেটে গেছে, মানুষ নোংরা জল খেতে বাধ্য হচ্ছে।",High,2,40,76.33,19877642,265,1110.3,0.78,Active
CG-12737,2026-08-17,West Bengal,Purulia,23.29391,86.35371,Public Safety,O dique de contenção contra enchentes está sob risco de ruptura iminente.,High,2,46,72.78,26595944,168,753.0,0.79,Active
CG-12738,2026-08-08,West Bengal,Paschim Medinipur,22.48498,87.21296,Roads & Transport,"PMGSY link road washed away by heavy monsoon flash floods, isolating three villages.",Medium,1,65,52.07,17934560,208,1241.3,0.71,Under Review
CG-12739,2026-08-14,Maharashtra,Gadchiroli,20.22404,79.99023,Digital Infrastructure & DPI,ऑप्टिकल फाइबर केबल कटने से जन सेवा केंद्र ठप है और राशन वितरण रुक गया है।,Critical,3,57,82.22,13583877,189,677.2,0.83,Under Review
CG-12740,2026-08-02,Maharashtra,Nandurbar,21.38879,74.27194,Digital Infrastructure & DPI,ऑप्टिकल फाइबर केबल कटने से जन सेवा केंद्र ठप है और राशन वितरण रुक गया है।,Medium,1,27,80.92,24143683,54,434.8,0.82,Active
CG-12741,2026-08-04,Maharashtra,Yavatmal,20.37827,78.13345,Energy & Power,"मुख्य बिजली का ट्रांसफॉर्मर तीन हफ्तों से खराब पड़ा है, खेतों में सिंचाई ठप है।",Medium,1,13,65.26,21612348,82,407.2,0.72,Under Review
CG-12742,2026-08-10,Maharashtra,Dhule,20.84804,74.76367,Public Safety,O dique de contenção contra enchentes está sob risco de ruptura iminente.,High,2,75,71.44,41402025,320,955.0,0.65,Active
CG-12743,2026-08-26,Odisha,Kalahandi,19.88264,83.22641,Healthcare,हमारे प्राथमिक स्वास्थ्य केंद्र में डॉक्टर नहीं हैं और दवाइयां खत्म हो गई हैं।,Critical,3,35,96.96,20006901,396,507.6,0.86,Active
CG-12744,2026-08-24,Odisha,Rayagada,19.16504,83.4092,Water & Sanitation,"Deep borewell pump burned out three weeks ago, acute water crisis in village.",Critical,3,49,79.17,19483147,386,586.7,0.85,Active
CG-12745,2026-08-09,Odisha,Koraput,18.83178,82.69752,Digital Infrastructure & DPI,অপটিক্যাল ফাইবার সংযোগ বিচ্ছিন্ন হওয়ায় ডিজিটাল পরিষেবা বন্ধ।,Critical,3,38,94.93,28902238,188,517.9,0.84,Under Review
CG-12746,2026-08-28,Odisha,Nuapada,20.79481,82.49369,Public Safety,River embankment erosion threatening to breach and submerge adjoining village settlements.,Critical,3,85,76.41,11095488,109,911.0,0.83,Active
CG-12747,2026-08-21,Rajasthan,Barmer,25.79583,71.37705,Public Safety,Fire response station missing water tanker refill hydrants in industrial zone.,High,2,26,75.14,25921220,148,520.3,0.81,Active
CG-12748,2026-08-24,Rajasthan,Jaisalmer,26.96794,70.8751,Energy & Power,Rural feeder line suffers 18 hours of unscheduled blackouts daily during harvest.,Medium,1,36,69.32,30907944,48,426.9,0.77,Active
CG-12749,2026-08-13,Rajasthan,Banswara,23.53414,74.46157,Healthcare,"আমাদের স্বাস্থ্যকেন্দ্রে কোনো ডাক্তার নেই, ওষুধপত্রও পাওয়া যাচ্ছে না।",Medium,1,21,73.1,26343028,39,389.7,0.83,Pending Funding
CG-12750,2026-08-05,Rajasthan,Dungarpur,23.8597,73.73132,Education,Girls secondary school lacks functional sanitation and clean drinking water facilities.,High,2,103,82.03,16684282,136,1168.8,0.82,Active
CG-12751,2026-08-09,Chhattisgarh,Bastar,19.0478,81.98066,Education,A escola pública está com a estrutura danificada e sem saneamento para os alunos.,Critical,3,25,79.69,28908467,133,391.3,0.87,Pending Funding
CG-12752,2026-08-13,Chhattisgarh,Dantewada,18.91502,81.38321,Roads & Transport,सड़क टूटी होने से बारिश में अस्पताल और बाजार तक पहुंचना नामुमकिन हो गया है।,Critical,3,35,81.9,10039475,51,403.3,0.88,Active
CG-12753,2026-09-04,Chhattisgarh,Bijapur,18.84441,80.8518,Water & Sanitation,A tubulação de água potável rompeu e a comunidade está sem abastecimento há dias.,Critical,3,77,88.18,36020772,57,795.5,0.91,Under Review
CG-12754,2026-09-02,Chhattisgarh,Sukma,18.43706,81.67833,Energy & Power,"Agricultural distribution 33kV transformer blown, halting village irrigation for weeks.",Critical,3,54,98.0,10380894,143,565.0,0.9,Pending Funding
CG-12755,2026-08-18,Madhya Pradesh,Chhindwara,22.05866,78.88186,Energy & Power,"मुख्य बिजली का ट्रांसफॉर्मर तीन हफ्तों से खराब पड़ा है, खेतों में सिंचाई ठप है।",High,2,135,55.87,18693974,417,1559.0,0.69,Active
CG-12756,2026-09-03,Madhya Pradesh,Mandla,22.58986,80.35393,Healthcare,"আমাদের স্বাস্থ্যকেন্দ্রে কোনো ডাক্তার নেই, ওষুধপত্রও পাওয়া যাচ্ছে না।",High,2,102,79.12,5096916,201,1125.4,0.81,Active
CG-12757,2026-08-31,Karnataka,Raichur,16.27035,77.327,Digital Infrastructure & DPI,"Panchayat digital records terminal offline, welfare disbursements delayed by months.",High,2,51,70.66,32099808,257,702.8,0.73,Scheduled
CG-12758,2026-09-04,Karnataka,Yadgir,16.7016,77.21153,Education,Girls secondary school lacks functional sanitation and clean drinking water facilities.,Medium,1,22,58.47,3432488,134,337.4,0.77,Active
CG-12759,2026-08-14,Telangana,Adilabad,19.68698,78.50279,Water & Sanitation,"Drinking water pipeline has ruptured, forcing 400 families to drink contaminated groundwater.",Medium,1,55,62.85,38680770,32,620.8,0.75,Under Review
CG-12760,2026-08-23,Uttar Pradesh,Bahraich,27.57258,81.56768,Public Safety,River embankment erosion threatening to breach and submerge adjoining village settlements.,Critical,3,21,86.73,8021365,50,558.7,0.84,Pending Funding
CG-12761,2026-08-27,Uttar Pradesh,Sitapur,27.5406,80.60621,Healthcare,Primary Health Centre has no doctor and medical supplies are exhausted.,Critical,3,82,77.93,19864285,365,1268.3,0.79,Active
CG-12762,2026-08-14,Uttar Pradesh,Balrampur,27.39504,82.23931,Digital Infrastructure & DPI,"A torre de telecomunicações está inoperante, deixando a vila sem sinal de internet.",Critical,3,51,98.0,25073043,227,724.8,0.86,Active
CG-12763,2026-08-26,Uttar Pradesh,Shravasti,27.66716,81.91794,Education,Primary government school building structurally degraded with hazardous cracked roof.,Critical,3,35,90.92,17907907,58,461.7,0.89,Pending Funding
CG-12764,2026-09-04,Uttar Pradesh,Gonda,27.1169,81.98783,Energy & Power,Rural feeder line suffers 18 hours of unscheduled blackouts daily during harvest.,Medium,1,116,76.71,8005234,40,1503.3,0.76,Active
CG-12765,2026-08-12,Uttar Pradesh,Raebareli,26.27191,81.23826,Digital Infrastructure & DPI,"Panchayat digital records terminal offline, welfare disbursements delayed by months.",Low,0,68,53.54,17069807,33,1020.5,0.68,Active
CG-12766,2026-08-01,Uttar Pradesh,Hardoi,27.4072,80.07892,Roads & Transport,Dangerous highway crater potholes causing recurring vehicle accidents daily.,Medium,1,177,70.24,27843613,82,2179.2,0.74,Active
CG-12767,2026-08-15,Uttar Pradesh,Lucknow,26.87913,80.96454,Public Safety,"नदी का तटबंध टूटने की कगार पर है, बाढ़ से पूरे गांव में पानी घुसने का खतरा है।",Low,0,25,39.79,1482991,73,708.9,0.38,Active
CG-12768,2026-08-17,Bihar,Darbhanga,26.14329,85.905,Digital Infrastructure & DPI,"Cellular telecom tower battery bank depleted, zero mobile coverage in 15km perimeter.",Critical,3,101,76.89,14088843,59,1403.7,0.88,Active
CG-12769,2026-08-09,Bihar,Katihar,25.54433,87.59595,Roads & Transport,"Concrete culvert bridge collapsed under heavy transport, immediate replacement required.",Medium,1,62,73.72,40313242,54,927.1,0.85,Active
CG-12770,2026-08-04,Bihar,Madhubani,26.31,86.08127,Healthcare,Maternal care ward ceiling is leaking and power backup is non-functional.,Critical,3,38,71.35,13643608,368,828.7,0.87,Pending Funding
CG-12771,2026-09-02,Bihar,Purnia,25.77745,87.47844,Roads & Transport,ভারী বৃষ্টিতে রাস্তা ভেঙে যোগাযোগ সম্পূর্ণ বিচ্ছিন্ন হয়ে পড়েছে।,Critical,3,50,76.95,4443683,414,826.4,0.82,Scheduled
CG-12772,2026-08-04,Bihar,Araria,26.11034,87.51579,Healthcare,Emergency ambulance cannot reach rural clinic due to submerged access road.,Critical,3,62,84.03,2599312,208,901.1,0.89,Active
CG-12773,2026-08-08,Bihar,Muzaffarpur,26.12515,85.4386,Roads & Transport,Dangerous highway crater potholes causing recurring vehicle accidents daily.,Medium,1,62,63.1,13616301,105,1100.1,0.77,Under Review
CG-12774,2026-08-23,Bihar,Gaya,24.81086,85.01746,Water & Sanitation,"Drinking water pipeline has ruptured, forcing 400 families to drink contaminated groundwater.",High,2,47,65.1,23189961,229,909.1,0.78,Pending Funding
CG-12775,2026-08-08,West Bengal,Malda,24.96006,88.03336,Water & Sanitation,Open sewage drain is overflowing into the local market creating severe disease outbreak.,Medium,1,76,69.67,6187279,43,1158.8,0.81,Under Review
CG-12776,2026-08-22,West Bengal,Murshidabad,24.20646,88.25825,Public Safety,River embankment erosion threatening to breach and submerge adjoining village settlements.,Critical,3,61,78.08,23828352,475,1320.3,0.78,Active
CG-12777,2026-08-11,West Bengal,Purulia,23.3364,86.40507,Water & Sanitation,"Deep borewell pump burned out three weeks ago, acute water crisis in village.",High,2,49,75.16,18737117,279,783.0,0.79,Active
