Request_ID,State,District,Category,Sub_Category,Citizen_Upvotes,Urgency_Level,GatiShakti_Status,Allocated_Budget_INR,Days_Pending,Infrastructure_Gap_Score
REQ_103033,Bihar,Bhagalpur,Roads & Transport,Potholes,365.0,Critical,Pipeline,4114111.0,291,6
REQ_103034,Tamil Nadu,Coimbatore,Power & Energy,Hanging Power Cables,589.0,Medium,Under Construction,15988906.0,216,4
REQ_103035,Telangana,Medchal-Malkajgiri,Digital & DPI,,393.0,High,No Planned Project,260469.0,99,7
REQ_103036,Maharashtra,Thane,Sanitation & Waste,Bio-waste Mismanagement,504.0,High,No Planned Project,0.0,269,9
REQ_103037,Tamil Nadu,Salem,Power & Energy,Frequent Load Shedding,340.0,Low,Under Construction,41386888.0,168,1
REQ_103038,Karnataka,Belagavi,Sanitation & Waste,Lack of Public Toilets,129.0,High,Pipeline,3035642.0,21,5
REQ_103039,Karnataka,Mangaluru,Power & Energy,No Electricity Access,,High,No Planned Project,0.0,200,7
REQ_103040,Telangana,Warangal,Sanitation & Waste,Clogged Drainage,185.0,Medium,Under Construction,6071172.0,142,2
REQ_103041,Tamil Nadu,Trichy,Water Supply,,354.0,High,Pipeline,4772849.0,242,5
REQ_103042,Bihar ,Bhagalpur,Roads & Transport,Unpaved Roads,315.0,High,No Planned Project,0.0,191,7
REQ_103043,Bihar,Bhagalpur,Roads & Transport,Missing Streetlights,136.0,High,No Planned Project,0.0,236,7
REQ_103044,West Bengal,Howrah,Water Supply,Broken Pipeline,318.0,Critical,Completed,16090942.0,2350,4
REQ_103045,Karnataka,Mysuru,Power & Energy,No Electricity Access,291.0,Low,Pipeline,4595129.0,97,3
REQ_103046,Uttar Pradesh,Lucknow,Digital & DPI,Digital Payment Failures,1455.0,High,No Planned Project,0.0,72,9
REQ_103047,West Bengal,Hooghly,Power & Energy,Frequent Load Shedding,266.0,High,No Planned Project,0.0,1840,7
REQ_103048,Bihar,Patna,Roads & Transport,Missing Streetlights,190.0,Critical,No Planned Project,0.0,260,8
REQ_103049,Tamil Nadu,Coimbatore,Digital & DPI,Digital Payment Failures,582.0,High,Under Construction,10488954.0,55,5
REQ_103050,GUJARAT,Vadodara,Sanitation & Waste,Clogged Drainage,123.0,Medium,Pipeline,4540957.0,115,4
REQ_103051,Bihar,Patna,Digital & DPI,CSC Center Inaccessible,532.0,Critical,No Planned Project,494061.0,189,10
REQ_103052,Tamil Nadu,Madurai,Power & Energy,No Electricity Access,632.0,Critical,No Planned Project,0.0,65,10
REQ_103053,West Bengal,North 24 Parganas,Water Supply,Contaminated Water,,Medium,Completed,43482605.0,61,2
REQ_103054,Karnataka,Belagavi,Sanitation & Waste,Bio-waste Mismanagement,274.0,High,Under Construction,22787388.0,215,3
REQ_103055,Bihar,Muzaffarpur,Power & Energy,Frequent Load Shedding,1203.0,Low,No Planned Project,0.0,77,7
REQ_103056,Telangana,Medchal-Malkajgiri,Sanitation & Waste,Lack of Public Toilets,167.0,Low,Under Construction,25956364.0,309,1
REQ_103057,Tamil Nadu,,Digital & DPI,Poor Telecom Connectivity,402.0,High,No Planned Project,0.0,44,7
REQ_103058,Karnataka,Belagavi,Roads & Transport,Traffic Bottleneck,379.0,Low,No Planned Project,0.0,312,5
REQ_103059,Gujarat,,Power & Energy,Frequent Load Shedding,168.0,Medium,No Planned Project,0.0,350,6
REQ_103060,Gujarat,Bhavnagar,Water Supply,Low Water Pressure,491.0,High,No Planned Project,0.0,23,7
REQ_103061,Uttar Pradesh,Prayagraj,Digital & DPI,No Public Wi-Fi Spot,361.0,Critical,Pipeline,2111417.0,149,6
REQ_103062,Tamil Nadu,Chennai,Power & Energy,Hanging Power Cables,696.0,Medium,No Planned Project,,359,8
REQ_103063,West Bengal,Hooghly,Water Supply,Irregular Supply,386.0,Low,No Planned Project,0.0,77,5
REQ_103064,Uttar Pradesh,Lucknow,Power & Energy,No Electricity Access,350.0,High,No Planned Project,0.0,223,7
REQ_103065,Uttar Pradesh,Varanasi,Digital & DPI,Poor Telecom Connectivity,734.0,Medium,Under Construction,14234338.0,315,4
REQ_103066,Maharashtra,Nashik,Power & Energy,No Electricity Access,338.0,Low,No Planned Project,0.0,2540,5
REQ_103067,Bihar,Muzaffarpur,Sanitation & Waste,Bio-waste Mismanagement,459.0,Low,Pipeline,2394495.0,282,3
REQ_103068,Tamil Nadu,,Digital & DPI,Digital Payment Failures,539.0,Critical,Pipeline,617930.0,216,8
REQ_103069,Uttar Pradesh,Lucknow,Power & Energy,Frequent Load Shedding,260.0,Critical,Completed,25103449.0,89,4
REQ_103070,Maharashtra,Thane,Roads & Transport,,260.0,High,Completed,39420233.0,175,3
REQ_103071,West Bengal,Hooghly,Power & Energy,No Electricity Access,390.0,Medium,Completed,,250,2
REQ_103072,Karnataka,Mysuru,Sanitation & Waste,Lack of Public Toilets,114.0,High,Under Construction,37306056.0,132,3
REQ_103073,Telangana,Warangal,Water Supply,Contaminated Water,307.0,Critical,Pipeline,1427138.0,85,6
REQ_103074,Telangana,Hyderabad,Water Supply,Irregular Supply,657.0,High,No Planned Project,0.0,327,9
REQ_103075,Tamil Nadu,Coimbatore,Water Supply,Broken Pipeline,461.0,Medium,Under Construction,15733984.0,70,2
REQ_103076,Uttar Pradesh,Varanasi,Roads & Transport,Traffic Bottleneck,304.0,High,Under Construction,26938499.0,326,3
REQ_103077,Telangana,Hyderabad,Sanitation & Waste,Lack of Public Toilets,828.0,Medium,No Planned Project,,171,8
REQ_103078,Bihar,Bhagalpur,Digital & DPI,No Public Wi-Fi Spot,200.0,High,No Planned Project,468390.0,329,7
REQ_103079,Telangana,Rangareddy,Water Supply,Contaminated Water,154.0,High,Under Construction,8938450.0,2,3
REQ_103080,Telangana,Rangareddy,Sanitation & Waste,Clogged Drainage,360.0,Medium,Completed,6461811.0,7,2
REQ_103081,telangana,Hyderabad,Power & Energy,No Electricity Access,412.0,Low,No Planned Project,0.0,1,5
REQ_103082,Gujarat,Rajkot,Roads & Transport,Traffic Bottleneck,770.0,Critical,Pipeline,915423.0,135,8
REQ_103083,Maharashtra,Mumbai Suburban,Sanitation & Waste,Open Garbage Dumps,767.0,,Completed,27450277.0,9,4
REQ_103084,Uttar Pradesh,Kanpur Nagar,Sanitation & Waste,Clogged Drainage,71.0,Medium,Completed,48519866.0,48,2
REQ_103085,BIHAR,Gaya,Digital & DPI,Poor Telecom Connectivity,,High,Under Construction,11717297.0,311,3
REQ_103086,Uttar Pradesh,,Sanitation & Waste,Lack of Public Toilets,1003.0,High,Pipeline,1512987.0,205,7
REQ_103087,Gujarat,Vadodara,Digital & DPI,No Public Wi-Fi Spot,,Critical,No Planned Project,0.0,95,8
REQ_103088,Tamil Nadu,Salem,Roads & Transport,,121.0,High,No Planned Project,0.0,316,7
REQ_103089,Tamil Nadu,Trichy,Roads & Transport,Traffic Bottleneck,139.0,Medium,Pipeline,4449213.0,122,4
REQ_103090,Tamil Nadu,Coimbatore,Power & Energy,No Electricity Access,153.0,High,Under Construction,17902702.0,326,3
REQ_103091,West Bengal,Hooghly,Digital & DPI,Poor Telecom Connectivity,631.0,High,Pipeline,4314451.0,78,7
REQ_103092,Telangana,,Digital & DPI,Digital Payment Failures,620.0,Critical,No Planned Project,,305,10
REQ_103093,West Bengal,North 24 Parganas,Water Supply,Broken Pipeline,244.0,Medium,Under Construction,20645831.0,158,2
REQ_103094,Maharashtra,Pune,Water Supply,Contaminated Water,769.0,Medium,Pipeline,4127932.0,22,6
REQ_103095,Tamil Nadu,Chennai,Power & Energy,Frequent Load Shedding,609.0,Critical,Pipeline,2553099.0,244,8
REQ_103096,Gujarat,Bhavnagar,Roads & Transport,Traffic Bottleneck,570.0,Medium,Under Construction,42323068.0,260,4
REQ_103097,Bihar,Muzaffarpur,Water Supply,Irregular Supply,606.0,Medium,No Planned Project,,93,8
REQ_103098,Uttar Pradesh,Prayagraj,Sanitation & Waste,Lack of Public Toilets,418.0,Critical,Completed,17141901.0,66,4
REQ_103099,Telangana ,Rangareddy,Roads & Transport,Potholes,263.0,Medium,Pipeline,1685551.0,30,4
REQ_103100,Karnataka,Belagavi,Sanitation & Waste,Lack of Public Toilets,215.0,High,Under Construction,29354814.0,152,3
REQ_103101,Bihar,Darbhanga,Digital & DPI,No Public Wi-Fi Spot,531.0,High,Under Construction,7286478.0,336,5
REQ_103102,Telangana,Medchal-Malkajgiri,Roads & Transport,Traffic Bottleneck,387.0,Medium,No Planned Project,0.0,25,6
REQ_103103,WEST BENGAL,South 24 Parganas,Power & Energy,Faulty Transformer,759.0,Medium,No Planned Project,0.0,65,8
REQ_103104,West Bengal,South 24 Parganas,Digital & DPI,No Public Wi-Fi Spot,230.0,High,Completed,7268808.0,359,3
REQ_103105,Bihar,Muzaffarpur,Digital & DPI,Poor Telecom Connectivity,590.0,Medium,No Planned Project,493079.0,272,8
REQ_103106,WEST BENGAL,Hooghly,Sanitation & Waste,Lack of Public Toilets,491.0,High,No Planned Project,380037.0,311,7
REQ_103107,Tamil Nadu,Madurai,Digital & DPI,CSC Center Inaccessible,259.0,Medium,Pipeline,3842487.0,155,4
REQ_103108,Maharashtra,Nashik,Water Supply,Broken Pipeline,175.0,Low,Under Construction,41224803.0,349,1
REQ_103109,Uttar Pradesh,Lucknow,Roads & Transport,Missing Streetlights,492.0,High,No Planned Project,0.0,124,7
REQ_103110,Maharashtra,Pune,Water Supply,Irregular Supply,693.0,Medium,Pipeline,4219934.0,68,6
REQ_103111,TELANGANA,Warangal,Sanitation & Waste,Open Garbage Dumps,485.0,Medium,No Planned Project,0.0,102,6
REQ_103112,Uttar Pradesh,Lucknow,Sanitation & Waste,Bio-waste Mismanagement,913.0,High,No Planned Project,0.0,364,9
REQ_103113,Gujarat,Vadodara,Roads & Transport,Missing Streetlights,188.0,Medium,No Planned Project,0.0,41,6
REQ_103114,Uttar Pradesh,Kanpur Nagar,Digital & DPI,No Public Wi-Fi Spot,391.0,Medium,Under Construction,5564331.0,196,2
REQ_103115,Maharashtra,Pune,Power & Energy,Frequent Load Shedding,885.0,Medium,Completed,49166433.0,162,4
REQ_103116,Bihar,Gaya,Sanitation & Waste,Open Garbage Dumps,319.0,Medium,No Planned Project,0.0,162,6
REQ_103117,Uttar Pradesh,Kanpur Nagar,Roads & Transport,Missing Streetlights,294.0,Medium,Under Construction,11635362.0,220,2
REQ_103118,gujarat,Vadodara,Power & Energy,Frequent Load Shedding,111.0,High,Under Construction,11282653.0,1,3
REQ_103119,Gujarat,Surat,Digital & DPI,Digital Payment Failures,192.0,Medium,Under Construction,23785418.0,87,2
REQ_103120,Gujarat,Rajkot,Sanitation & Waste,Clogged Drainage,279.0,Medium,Pipeline,1704989.0,230,4
REQ_103121,Maharashtra,Thane,Roads & Transport,Unpaved Roads,1101.0,Low,No Planned Project,0.0,293,7
REQ_103122,Uttar Pradesh,Kanpur Nagar,Roads & Transport,Potholes,403.0,Medium,Pipeline,4040874.0,339,4
REQ_103123,Karnataka,,Roads & Transport,Potholes,,Medium,Pipeline,1860965.0,187,4
REQ_103124,bihar,Muzaffarpur,Sanitation & Waste,Clogged Drainage,293.0,High,Completed,28506542.0,115,3
REQ_103125,Tamil Nadu,Trichy,Power & Energy,Hanging Power Cables,80.0,Medium,No Planned Project,321082.0,332,6
REQ_103126,Uttar Pradesh,Agra,Roads & Transport,Traffic Bottleneck,884.0,Critical,Completed,18193036.0,321,6
REQ_103127,Gujarat,Rajkot,Digital & DPI,Digital Payment Failures,423.0,High,No Planned Project,0.0,13,7
REQ_103128,Karnataka,Bengaluru Urban,Roads & Transport,Missing Streetlights,76.0,High,Under Construction,20493401.0,257,3
REQ_103129,Tamil Nadu,Chennai,Power & Energy,Faulty Transformer,895.0,High,Under Construction,12752370.0,173,5
REQ_103130,Tamil Nadu,Trichy,Sanitation & Waste,Bio-waste Mismanagement,470.0,Critical,Under Construction,9336977.0,74,4
REQ_103131,Telangana,Nizamabad,Roads & Transport,Unpaved Roads,182.0,Medium,Under Construction,9985617.0,142,2
REQ_103132,uttar pradesh,Varanasi,Roads & Transport,Traffic Bottleneck,988.0,Critical,No Planned Project,0.0,127,10
REQ_103133,Maharashtra,Nagpur,Digital & DPI,Poor Telecom Connectivity,426.0,Critical,Under Construction,27424637.0,101,4
REQ_103134,Uttar Pradesh,Agra,Digital & DPI,Poor Telecom Connectivity,82.0,Medium,Completed,18453326.0,212,2
REQ_103135,Karnataka,Mangaluru,Roads & Transport,Missing Streetlights,34.0,Critical,Pipeline,1419909.0,248,6
REQ_103136,Tamil Nadu,Madurai,Roads & Transport,Missing Streetlights,608.0,Critical,Pipeline,2456712.0,250,8
REQ_103137,Uttar Pradesh,Prayagraj,Digital & DPI,Poor Telecom Connectivity,122.0,Low,No Planned Project,0.0,47,5
REQ_103138,Maharashtra,Mumbai Suburban,Power & Energy,Hanging Power Cables,902.0,,No Planned Project,0.0,187,10
REQ_103139,Telangana,Hyderabad,Water Supply,Contaminated Water,373.0,Medium,Pipeline,4583871.0,348,4
REQ_103140,Uttar Pradesh,Agra,Water Supply,Irregular Supply,278.0,High,No Planned Project,0.0,313,7
REQ_103141,Bihar,Muzaffarpur,Roads & Transport,Potholes,192.0,Low,No Planned Project,0.0,65,5
REQ_103142,Telangana,Hyderabad,Digital & DPI,No Public Wi-Fi Spot,89.0,Medium,No Planned Project,0.0,196,6
REQ_103143,Maharashtra,Nashik,Sanitation & Waste,Lack of Public Toilets,731.0,Critical,Under Construction,23102141.0,70,6
REQ_103144,Karnataka,Mangaluru,Sanitation & Waste,Bio-waste Mismanagement,304.0,Medium,Pipeline,721107.0,58,4
REQ_103145,Tamil Nadu,Coimbatore,Water Supply,Irregular Supply,495.0,High,Pipeline,4516892.0,1790,5
REQ_103146,Uttar Pradesh,Agra,Power & Energy,Frequent Load Shedding,414.0,High,No Planned Project,0.0,318,7
REQ_103147,Maharashtra,Pune,Water Supply,Low Water Pressure,459.0,High,No Planned Project,0.0,108,7
REQ_103148,Telangana,Warangal,Roads & Transport,Missing Streetlights,986.0,High,Pipeline,4260629.0,204,7
REQ_103149,Bihar,Muzaffarpur,Power & Energy,Frequent Load Shedding,208.0,Critical,Under Construction,31808230.0,283,4
REQ_103150,Maharashtra,Nagpur,Sanitation & Waste,Bio-waste Mismanagement,170.0,High,No Planned Project,0.0,184,7
REQ_103151,West Bengal,South 24 Parganas,Digital & DPI,Poor Telecom Connectivity,426.0,Medium,No Planned Project,406695.0,29,6
REQ_103152,Gujarat,Vadodara,Digital & DPI,CSC Center Inaccessible,223.0,Critical,Pipeline,2057683.0,43,6
REQ_103153,Bihar,Darbhanga,Roads & Transport,Missing Streetlights,40.0,Medium,Under Construction,29165938.0,17,2
REQ_103154,Telangana,Nizamabad,Water Supply,Broken Pipeline,271.0,High,Pipeline,3134444.0,40,5
REQ_103155,Karnataka,Mysuru,Roads & Transport,Unpaved Roads,82.0,Critical,No Planned Project,0.0,254,8
REQ_103156,Tamil Nadu,Salem,Digital & DPI,Poor Telecom Connectivity,751.0,Critical,Completed,7695406.0,91,6
REQ_103157,Telangana,Warangal,Sanitation & Waste,Lack of Public Toilets,320.0,Critical,Pipeline,4983677.0,185,6
REQ_103158,Gujarat ,Vadodara,Digital & DPI,Digital Payment Failures,1123.0,High,Under Construction,,356,5
REQ_103159,Karnataka,Bengaluru Urban,Power & Energy,Hanging Power Cables,117.0,High,No Planned Project,0.0,187,7
REQ_103160,Uttar Pradesh,Lucknow,Digital & DPI,Digital Payment Failures,121.0,Medium,Under Construction,12852201.0,109,2
REQ_103161,Maharashtra,Mumbai Suburban,Digital & DPI,No Public Wi-Fi Spot,694.0,Medium,No Planned Project,0.0,243,8
REQ_103162,West Bengal,Howrah,Power & Energy,Hanging Power Cables,69.0,Low,Completed,18802513.0,43,1
REQ_103163,Bihar,Patna,Water Supply,Broken Pipeline,125.0,Medium,Under Construction,10480690.0,122,2
REQ_103164,Bihar ,Patna,Digital & DPI,Poor Telecom Connectivity,259.0,Critical,No Planned Project,0.0,84,8
REQ_103165,Maharashtra,Pune,Roads & Transport,Traffic Bottleneck,303.0,High,No Planned Project,0.0,15,7
REQ_103166,West Bengal,Howrah,Digital & DPI,CSC Center Inaccessible,174.0,Medium,Under Construction,34003722.0,87,2
REQ_103167,Maharashtra,Thane,Roads & Transport,Missing Streetlights,155.0,Medium,No Planned Project,0.0,10,6
REQ_103168,Uttar Pradesh,Lucknow,Power & Energy,Faulty Transformer,614.0,Low,Under Construction,16717624.0,324,3
REQ_103169,Gujarat,,Digital & DPI,Poor Telecom Connectivity,219.0,Low,No Planned Project,0.0,289,5
REQ_103170,Karnataka,Mysuru,Power & Energy,No Electricity Access,623.0,High,Under Construction,22841614.0,265,5
REQ_103171,Telangana,Medchal-Malkajgiri,Power & Energy,Hanging Power Cables,481.0,Critical,No Planned Project,0.0,11,8
REQ_103172,Bihar,Muzaffarpur,Water Supply,Contaminated Water,872.0,Medium,Under Construction,16303169.0,224,4
REQ_103173,Uttar Pradesh,Kanpur Nagar,Digital & DPI,Digital Payment Failures,209.0,Medium,No Planned Project,0.0,199,6
REQ_103174,Karnataka,Hubli-Dharwad,Roads & Transport,Unpaved Roads,95.0,Critical,Pipeline,4730086.0,90,6
REQ_103175,Uttar Pradesh,Lucknow,Roads & Transport,Missing Streetlights,131.0,,No Planned Project,0.0,264,7
REQ_103176,West Bengal,South 24 Parganas,Digital & DPI,No Public Wi-Fi Spot,372.0,Medium,Pipeline,3566827.0,325,4
REQ_103177,Bihar,Muzaffarpur,Water Supply,Irregular Supply,869.0,Low,Pipeline,1811415.0,194,5
REQ_103178,Telangana,Hyderabad,Water Supply,Broken Pipeline,168.0,High,No Planned Project,,130,7
REQ_103179,Maharashtra,Nagpur,Water Supply,Contaminated Water,778.0,Medium,Under Construction,16944025.0,333,4
REQ_103180,Maharashtra,Pune,Roads & Transport,Unpaved Roads,182.0,Medium,No Planned Project,0.0,9,6
REQ_103181,Karnataka,Bengaluru Urban,Power & Energy,Hanging Power Cables,184.0,Critical,Pipeline,3583522.0,327,6
REQ_103182,Telangana,Warangal,Water Supply,Contaminated Water,355.0,Medium,Pipeline,4813705.0,76,4
REQ_103183,Gujarat ,Vadodara,Roads & Transport,Missing Streetlights,440.0,Medium,No Planned Project,0.0,4,6
REQ_103184,Tamil Nadu,Coimbatore,Roads & Transport,Unpaved Roads,411.0,Medium,No Planned Project,0.0,245,6
REQ_103185,West Bengal,Howrah,Power & Energy,Frequent Load Shedding,338.0,Medium,No Planned Project,0.0,31,6
REQ_103186,Karnataka,Bengaluru Urban,Digital & DPI,No Public Wi-Fi Spot,379.0,,No Planned Project,0.0,224,7
REQ_103187,Tamil Nadu,Chennai,Digital & DPI,Digital Payment Failures,610.0,Medium,Completed,9189822.0,228,4
REQ_103188,Uttar Pradesh,Lucknow,Water Supply,Irregular Supply,186.0,,Under Construction,17883195.0,41,3
REQ_103189,West Bengal,North 24 Parganas,Water Supply,Broken Pipeline,,Low,Completed,12284590.0,135,1
REQ_103190,Uttar Pradesh,Agra,Power & Energy,No Electricity Access,234.0,Medium,No Planned Project,0.0,194,6
REQ_103191,Gujarat,Ahmedabad,Water Supply,,196.0,Low,No Planned Project,0.0,75,5
REQ_103192,Telangana,Medchal-Malkajgiri,Power & Energy,Frequent Load Shedding,171.0,High,No Planned Project,0.0,178,7
REQ_103193,Bihar,Darbhanga,Roads & Transport,Missing Streetlights,242.0,Critical,Under Construction,39391306.0,60,4
REQ_103194,West Bengal,North 24 Parganas,Water Supply,Broken Pipeline,655.0,High,Under Construction,27454567.0,303,5
REQ_103195,Tamil Nadu,,Roads & Transport,Missing Streetlights,422.0,Critical,Pipeline,3883155.0,57,6
REQ_103196,Gujarat,Rajkot,Sanitation & Waste,Lack of Public Toilets,396.0,High,Pipeline,,340,5
REQ_103197,Bihar,Patna,Power & Energy,No Electricity Access,433.0,,Pipeline,3909564.0,278,5
REQ_103198,MAHARASHTRA,Mumbai Suburban,Sanitation & Waste,Clogged Drainage,353.0,Critical,Completed,5827849.0,345,4
REQ_103199,Tamil Nadu,Madurai,Water Supply,Irregular Supply,82.0,Low,No Planned Project,0.0,274,5
REQ_103200,Karnataka,Bengaluru Urban,Roads & Transport,Traffic Bottleneck,207.0,High,Under Construction,37096954.0,202,3
REQ_103201,Maharashtra,Thane,Water Supply,Low Water Pressure,413.0,High,No Planned Project,0.0,190,7
REQ_103202,Gujarat,Surat,Sanitation & Waste,Clogged Drainage,64.0,Low,No Planned Project,0.0,268,5
REQ_103203,Maharashtra,Thane,Water Supply,Irregular Supply,227.0,Medium,Pipeline,2842991.0,29,4
REQ_103204,Karnataka,Bengaluru Urban,Digital & DPI,No Public Wi-Fi Spot,221.0,High,Pipeline,2082317.0,259,5
REQ_103205,West Bengal,North 24 Parganas,Sanitation & Waste,Bio-waste Mismanagement,212.0,Medium,Pipeline,547576.0,26,4
REQ_103206,Maharashtra,Thane,Water Supply,Contaminated Water,,Medium,No Planned Project,0.0,212,6
REQ_103207,Telangana,,Roads & Transport,Potholes,394.0,High,Under Construction,8269699.0,180,3
REQ_103208,Tamil Nadu,Chennai,Water Supply,Irregular Supply,686.0,Medium,Under Construction,15554206.0,212,4
REQ_103209,Bihar,Patna,Roads & Transport,Missing Streetlights,474.0,High,Under Construction,11039776.0,78,3
REQ_103210,Maharashtra,Nagpur,Digital & DPI,Poor Telecom Connectivity,,High,No Planned Project,0.0,362,9
REQ_103211,Tamil Nadu,Madurai,Water Supply,Low Water Pressure,455.0,High,No Planned Project,,169,7
REQ_103212,Uttar Pradesh,Varanasi,Digital & DPI,No Public Wi-Fi Spot,611.0,Medium,Completed,3864571.0,250,4
REQ_103213,Tamil Nadu,Coimbatore,Sanitation & Waste,Lack of Public Toilets,612.0,High,Pipeline,2516236.0,141,7
REQ_103214,Bihar,Bhagalpur,Roads & Transport,Missing Streetlights,501.0,Medium,Pipeline,1316805.0,168,6
REQ_103215,Tamil Nadu,Coimbatore,Sanitation & Waste,,95.0,Medium,Under Construction,,92,2
REQ_103216,Karnataka,Mysuru,Roads & Transport,Traffic Bottleneck,1086.0,High,No Planned Project,241780.0,51,9
REQ_103217,Gujarat,Ahmedabad,Digital & DPI,Digital Payment Failures,417.0,High,Under Construction,27847458.0,352,3
REQ_103218,Bihar,Darbhanga,Power & Energy,Frequent Load Shedding,42.0,Medium,Pipeline,580206.0,164,4
REQ_103219,Gujarat,Bhavnagar,Water Supply,Low Water Pressure,330.0,High,Pipeline,3557459.0,270,5
REQ_103220,West Bengal,Kolkata,Digital & DPI,CSC Center Inaccessible,503.0,Medium,No Planned Project,0.0,256,8
REQ_103221,Gujarat,Bhavnagar,Roads & Transport,Missing Streetlights,421.0,High,Completed,15223026.0,154,3
REQ_103222,Uttar Pradesh,Kanpur Nagar,Roads & Transport,Traffic Bottleneck,219.0,,No Planned Project,0.0,194,8
REQ_103223,Karnataka,Mangaluru,Roads & Transport,Traffic Bottleneck,292.0,High,No Planned Project,0.0,201,7
REQ_103224,West Bengal,South 24 Parganas,Roads & Transport,,551.0,Medium,No Planned Project,0.0,50,8
REQ_103225,Tamil Nadu,Coimbatore,Water Supply,Broken Pipeline,110.0,,No Planned Project,0.0,3270,6
REQ_103226,Bihar,Gaya,Sanitation & Waste,Bio-waste Mismanagement,678.0,Low,Pipeline,3313400.0,218,5
REQ_103227,Uttar Pradesh,Agra,Power & Energy,,582.0,High,No Planned Project,0.0,38,9
REQ_103228,Karnataka,Belagavi,Water Supply,Irregular Supply,476.0,High,No Planned Project,389216.0,289,7
REQ_103229,West Bengal,Howrah,Roads & Transport,Unpaved Roads,265.0,Critical,Pipeline,1949165.0,331,6
REQ_103230,West Bengal,North 24 Parganas,Water Supply,,475.0,Medium,Pipeline,4631598.0,226,4
REQ_103231,Uttar Pradesh,Lucknow,Digital & DPI,Poor Telecom Connectivity,86.0,Critical,No Planned Project,0.0,146,8
REQ_103232,Telangana,Hyderabad,Roads & Transport,Potholes,216.0,High,No Planned Project,0.0,159,7
REQ_103233,Tamil Nadu,Coimbatore,Power & Energy,No Electricity Access,418.0,Medium,No Planned Project,0.0,335,6
REQ_103234,Uttar Pradesh,Lucknow,Roads & Transport,Unpaved Roads,243.0,Low,Under Construction,48030918.0,222,1
REQ_103235,West Bengal,Hooghly,Power & Energy,Hanging Power Cables,111.0,High,Pipeline,1551954.0,235,5
REQ_103236,Maharashtra,Thane,Power & Energy,Frequent Load Shedding,336.0,Medium,Completed,24871046.0,333,2
REQ_103237,Karnataka,Hubli-Dharwad,Sanitation & Waste,Lack of Public Toilets,385.0,Critical,No Planned Project,0.0,133,8
REQ_103238,Uttar Pradesh,Agra,Sanitation & Waste,Clogged Drainage,314.0,Low,Pipeline,4888822.0,212,3
REQ_103239,Telangana,Rangareddy,Water Supply,Low Water Pressure,304.0,High,Pipeline,691404.0,296,5
REQ_103240,West Bengal,North 24 Parganas,Water Supply,Irregular Supply,875.0,High,No Planned Project,0.0,319,9
REQ_103241,Tamil Nadu,Coimbatore,Power & Energy,No Electricity Access,,High,Pipeline,4243550.0,338,5
REQ_103242,Gujarat,Vadodara,Roads & Transport,Missing Streetlights,61.0,High,Pipeline,3635191.0,43,5
REQ_103243,West Bengal,Kolkata,Digital & DPI,CSC Center Inaccessible,473.0,Medium,Pipeline,4618371.0,2,4
REQ_103244,Tamil Nadu,Coimbatore,Digital & DPI,Digital Payment Failures,240.0,Low,No Planned Project,0.0,332,5
REQ_103245,Uttar Pradesh ,Prayagraj,Roads & Transport,Missing Streetlights,,Medium,No Planned Project,0.0,250,6
REQ_103246,Tamil Nadu,Salem,Roads & Transport,Missing Streetlights,610.0,High,Pipeline,1703002.0,243,7
REQ_103247,Bihar,Darbhanga,Sanitation & Waste,Lack of Public Toilets,577.0,High,Completed,18625351.0,280,5
REQ_103248,BIHAR,Darbhanga,Digital & DPI,Poor Telecom Connectivity,396.0,High,Pipeline,,73,5
REQ_103249,Bihar ,Muzaffarpur,Power & Energy,Faulty Transformer,184.0,High,Pipeline,3764607.0,163,5
REQ_103250,Telangana,Hyderabad,Water Supply,Irregular Supply,450.0,Medium,No Planned Project,0.0,183,6
REQ_103251,Telangana,Rangareddy,Sanitation & Waste,Clogged Drainage,326.0,High,Completed,5921474.0,45,3
REQ_103252,Maharashtra,Pune,Digital & DPI,Digital Payment Failures,304.0,Critical,Under Construction,43405425.0,303,4
REQ_103253,Telangana,Nizamabad,Roads & Transport,Traffic Bottleneck,984.0,Low,Completed,34863697.0,349,3
REQ_103254,Gujarat,Bhavnagar,Digital & DPI,Digital Payment Failures,,High,No Planned Project,0.0,51,7
REQ_103255,UTTAR PRADESH,Prayagraj,Power & Energy,Faulty Transformer,70.0,Medium,No Planned Project,0.0,285,6
REQ_103256,West Bengal,North 24 Parganas,Sanitation & Waste,Bio-waste Mismanagement,351.0,Medium,No Planned Project,0.0,360,6
REQ_103257,West Bengal,Howrah,Roads & Transport,Unpaved Roads,,Medium,No Planned Project,0.0,178,6
REQ_103258,Maharashtra,Nagpur,Power & Energy,Hanging Power Cables,602.0,Medium,No Planned Project,0.0,123,8
REQ_103259,Telangana,Hyderabad,Water Supply,Irregular Supply,554.0,High,Pipeline,2893248.0,249,7
REQ_103260,Gujarat,Surat,Sanitation & Waste,Lack of Public Toilets,157.0,Medium,Pipeline,3492728.0,14,4
REQ_103261,Tamil Nadu,Trichy,Power & Energy,Frequent Load Shedding,521.0,Critical,No Planned Project,0.0,156,10
REQ_103262,Maharashtra,,Power & Energy,Faulty Transformer,424.0,Critical,Under Construction,,58,4
REQ_103263,Gujarat,Ahmedabad,Roads & Transport,Traffic Bottleneck,,Critical,No Planned Project,0.0,33,8
